host_response_time,host_response_rate,host_neighbourhood,host_listings_count,neighbourhood,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,reviews_per_month,price
within an hour,100%,Ipanema,1.0,Ipanema,Ipanema,Rio de Janeiro,22420-040,-22.98467,-43.20585,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,$0.00,$180.00,$0.00,2,1125,27,93.0,1.52,249.0
a few days or more,0%,Vidigal,1.0,Vidigal,Rio de Janeiro,Rio de Janeiro,22450-241,-22.99374,-43.23561,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,,,$0.00,2,1125,3,100.0,0.07,193.0
,,Ipanema,1.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22420-040,-22.98474,-43.20525,Serviced apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,$150.00,$0.00,1,30,34,97.0,1.14,249.0
within an hour,100%,Laranjeiras,1.0,Laranjeiras,Laranjeiras,Rio de Janeiro,22240-006,-22.93603,-43.191,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,,,$0.00,1,7,4,100.0,2.22,100.0
within a few hours,74%,Barra da Tijuca,22.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22631-280,-23.00442,-43.34171,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,,,$0.00,1,1125,61,94.0,1.55,224.0
within an hour,100%,Rio Comprido,1.0,Rio Comprido,Estácio,Rio de Janeiro,20250-450,-22.91955,-43.207770000000004,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,$0.00,$150.00,$0.00,1,1125,1,100.0,0.28,185.0
within a day,83%,Botafogo,2.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22290-240,-22.95101,-43.17618,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,$100.00,$70.00,3,1125,5,96.0,0.13,100.0
,,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22050-002,-22.969170000000002,-43.18455,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,$0.00,1,1125,1,100.0,0.28,249.0
within an hour,100%,Lapa,6.0,Centro,Rio de Janeiro,Rio de Janeiro,20021-260,-22.91607,-43.178000000000004,Townhouse,Private room,3,1.0,1.0,2.0,Real Bed,,$50.00,$50.00,2,30,20,96.0,0.73,170.0
within an hour,100%,Copacabana,2.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22050-032,-22.97447,-43.18805,Apartment,Entire home/apt,1,1.0,1.0,2.0,Real Bed,$400.00,$100.00,$100.00,4,1125,2,100.0,0.09,208.0
within a day,83%,Botafogo,1.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22271-100,-22.95337,-43.1855,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,,$150.00,$100.00,1,60,24,98.0,0.69,251.0
within an hour,100%,,5.0,Leme,Rio de Janeiro,Rio de Janeiro,22010-060,-22.96229,-43.16864,Bed and breakfast,Shared room,9,1.0,1.0,9.0,Real Bed,,,$0.00,1,1125,4,93.0,0.11,54.0
within a few hours,100%,Copacabana,4.0,Copacabana,Rio,Rio de Janeiro,22011-002,-22.96218,-43.17718,Apartment,Entire home/apt,5,2.0,3.0,3.0,Real Bed,$350.00,,$0.00,5,1125,48,98.0,0.74,235.0
within a day,71%,Ipanema,1.0,Ipanema,Rio de Janeiro,RJ,22410-000,-22.98604,-43.19621,Serviced apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$341.00,$100.00,$100.00,1,1125,17,89.0,0.42,224.0
,,,1.0,Leblon,Rio de Janeiro,Rio de Janeiro,22450,-22.979429999999997,-43.22678,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,,$154.00,$116.00,3,8,1,100.0,0.03,772.0
within a few hours,100%,,11.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,,-22.96606,-43.40667,House,Shared room,5,1.0,1.0,5.0,Real Bed,,$50.00,$150.00,4,1125,1,100.0,0.03,120.0
,,Ipanema,2.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22410-003,-22.98496,-43.20313,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,$400.00,$150.00,$0.00,2,1125,3,100.0,0.11,452.0
within a day,100%,Barra da Tijuca,1.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22631-300,-23.00477,-43.34352,House,Private room,2,1.5,1.0,1.0,Real Bed,,,$0.00,2,1125,2,90.0,0.05,201.0
within a day,80%,,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22020,-22.96819,-43.18261,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$0.00,$100.00,$0.00,4,1125,2,100.0,0.06,502.0
within a day,71%,,2.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22775-060,-22.97136,-43.39611,Apartment,Private room,1,1.0,1.0,2.0,Real Bed,,,$0.00,1,1125,4,100.0,0.11,100.0
,,Copacabana,1.0,Copacabana,Rio,Rio de Janeiro,22041,-22.96675,-43.19157,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"$1,200.00",$130.00,$80.00,2,1125,11,92.0,0.18,170.0
,,,1.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22783-119,-22.97874,-43.414559999999994,Apartment,Entire home/apt,7,2.0,3.0,3.0,Real Bed,,$170.00,$150.00,1,1125,15,95.0,0.38,280.0
within a few hours,100%,Barra da Tijuca,1.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22793-380,-23.00822,-43.4287,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,$503.00,$150.00,$50.00,4,60,43,97.0,0.62,151.0
,,Botafogo,2.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22270-030,-22.95713,-43.18887,Hostel,Private room,1,1.0,1.0,1.0,Real Bed,,,$0.00,3,20,6,100.0,0.15,100.0
,,,1.0,Rio Comprido,Rio de Janeiro,Rio de Janeiro,20251-140,-22.93036,-43.19679,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$600.00,$130.00,$30.00,2,1125,4,95.0,0.14,131.0
,,,1.0,,Rio de Janeiro,Rio de Janeiro,22780-070,-22.968420000000002,-43.4149,Apartment,Entire home/apt,3,2.0,2.0,2.0,Real Bed,,,$0.00,4,1125,1,100.0,0.03,452.0
within a day,90%,Lagoa,1.0,Lagoa,Rio de Janeiro,Rio de Janeiro,22471-003,-22.964760000000002,-43.20297,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,$0.00,$0.00,$25.00,1,1125,44,95.0,1.26,81.0
within an hour,100%,Barra da Tijuca,4.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22620-172,-23.01137,-43.32111,Condominium,Entire home/apt,5,1.0,1.0,5.0,Real Bed,$500.00,$80.00,$50.00,3,1125,117,95.0,1.58,259.0
,,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22060-002,-22.98151,-43.191829999999996,Apartment,Entire home/apt,3,1.0,0.0,3.0,Real Bed,,,$0.00,3,15,2,90.0,0.35,378.0
,,Maracanã,1.0,Maracanã,Maracanã,Rio de Janeiro,20070-021,-22.91077,-43.218920000000004,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,,,$0.00,7,1125,2,100.0,0.18,55.0
within an hour,97%,Copacabana,45.0,Leblon,Rio De Janeiro,Rio De Janeiro,22431-050,-22.9815,-43.22502,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,$0.00,$154.00,$193.00,2,30,5,96.0,0.51,270.0
within an hour,100%,Copacabana,3.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22041,-22.96555,-43.19018,Serviced apartment,Private room,1,1.0,1.0,1.0,Pull-out Sofa,$600.00,$70.00,$50.00,2,15,6,97.0,0.22,120.0
within a day,55%,Glória,27.0,Copacabana,Rio,Rio de Janeiro,,-22.966829999999998,-43.17716,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,$0.00,$200.00,$150.00,2,1125,6,97.0,0.1,201.0
within a few hours,100%,Leblon,1.0,Leblon,Rio de Janeiro,Rio de Janeiro,22430-220,-22.982570000000003,-43.22253,Apartment,Entire home/apt,4,1.5,2.0,1.0,Real Bed,,$160.00,$0.00,2,1125,10,100.0,0.27,300.0
,,Botafogo,1.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22260-090,-22.9481,-43.18882,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,,,$0.00,1,1125,1,100.0,0.03,779.0
within an hour,100%,Ipanema,1.0,Ipanema,Ipanema,Rio de Janeiro,22420-010,-22.98532,-43.19576,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"$1,200.00",$150.00,$70.00,2,1125,74,97.0,2.19,139.0
within a day,50%,Copacabana,2.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22031-011,-22.96975,-43.18645,Apartment,Entire home/apt,4,1.0,0.0,3.0,Real Bed,,$100.00,$0.00,3,1125,4,100.0,0.12,259.0
within an hour,100%,,1.0,Barra da Tijuca,Jacarepagua,Rio de Janeiro,22775-130,-22.96943,-43.39253,Condominium,Entire home/apt,6,2.0,3.0,5.0,Real Bed,$0.00,$150.00,$100.00,2,28,2,100.0,0.27,301.0
within an hour,100%,Ipanema,1.0,Ipanema,Ipanema,Rio de Janeiro,22410-050,-22.98674,-43.211059999999996,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,"$3,000.00",$150.00,$0.00,2,15,37,99.0,5.75,208.0
within an hour,100%,Copacabana,20.0,Laranjeiras,Rio de Janeiro,Rio de Janeiro,,-22.93492,-43.179970000000004,Apartment,Entire home/apt,3,1.5,1.0,2.0,Real Bed,$0.00,$120.00,$0.00,2,120,14,87.0,0.85,108.0
within an hour,100%,Ipanema,12.0,Copacabana,Copacabana,Rio de Janeiro,22041-012,-22.96537,-43.1933,Apartment,Entire home/apt,8,2.0,2.0,5.0,Real Bed,$0.00,$0.00,$20.00,2,10,8,90.0,2.24,799.0
,,,1.0,Méier,Rio de Janeiro,Rio de Janeiro,20720,-22.90505,-43.28765,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,,$50.00,$50.00,2,1125,3,73.0,0.08,66.0
within an hour,100%,,2.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22711,-22.97116,-43.38505,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$324.00,$51.00,$100.00,1,21,5,96.0,0.14,81.0
within a few hours,100%,Vila Isabel,1.0,Vila Isabel,Vila Isabel,Rio de Janeiro,20511-120,-22.92108,-43.23875,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,$395.00,$0.00,$20.00,2,1125,3,100.0,1.91,50.0
within an hour,100%,,1.0,,Portuguesa,Rio de Janeiro,21931-565,-22.8037,-43.20475,House,Private room,5,1.0,1.0,1.0,Real Bed,,,$50.00,1,1125,20,100.0,1.09,96.0
within a day,75%,,2.0,,Rio de Janeiro,Rio de Janeiro,21321-620,-22.9014,-43.3495,Condominium,Private room,2,1.0,1.0,2.0,Futon,$0.00,$0.00,$42.00,1,120,8,98.0,0.12,66.0
within an hour,94%,Ipanema,33.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22420-040,-22.98564,-43.19939,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,$0.00,$0.00,$25.00,3,1125,43,98.0,1.43,502.0
,,Centro,1.0,Centro,Centro,Rio de Janeiro,20211-350,-22.90955,-43.19031,Apartment,Shared room,6,1.0,1.0,5.0,Real Bed,$401.00,,$50.00,2,7,2,100.0,0.55,50.0
within an hour,100%,Copacabana,3.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22081-025,-22.98556,-43.1912,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,$450.00,$150.00,$40.00,3,1125,112,96.0,3.25,120.0
,,,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22011,-22.96244,-43.17708,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,$150.00,$50.00,4,1125,3,100.0,0.07,201.0
within an hour,97%,Flamengo,313.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22050010,-22.97186,-43.18375,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$0.00,$155.00,$0.00,2,730,4,65.0,0.33,108.0
within an hour,100%,,2.0,,Curicica,Rio de Janeiro,22780-750,-22.95295,-43.378659999999996,House,Private room,2,1.0,1.0,1.0,Real Bed,,,$0.00,2,31,1,100.0,0.57,73.0
within an hour,100%,Santa Teresa,3.0,Santa Teresa,Rio de Janeiro,RJ,20241-230,-22.91931,-43.180009999999996,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,$60.00,$30.00,5,1125,22,92.0,1.6,39.0
,,Flamengo,1.0,Flamengo,Rio de Janeiro,Rio de Janeiro,22220-060,-22.93153,-43.1764,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$500.00,,$0.00,2,1125,1,100.0,0.02,401.0
within a day,100%,,1.0,,Rio de Janeiro,Rio de Janeiro,21920-170,-22.8004,-43.19249,Apartment,Entire home/apt,4,2.0,2.0,5.0,Real Bed,,,$20.00,1,1125,10,100.0,0.34,181.0
within an hour,100%,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22071-100,-22.98451,-43.1922,Loft,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$0.00,$60.00,$50.00,3,30,56,99.0,2.75,120.0
,,,1.0,Barra da Tijuca,Jacarepagua,Rio de Janeiro,22780-081,-22.97214,-43.41401,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,,,$0.00,1,1125,2,100.0,0.09,152.0
within a few hours,100%,Recreio dos Bandeirantes,13.0,Recreio dos Bandeirantes,Rio de Janeiro,Rio de Janeiro,22795,-23.0316,-43.47339,Serviced apartment,Entire home/apt,6,1.0,3.0,5.0,Real Bed,"$1,000.00",$250.00,$50.00,2,90,11,84.0,0.32,301.0
within a day,83%,,1.0,,Rio de Janeiro,Rio de Janeiro,20531-350,-22.96871,-43.297470000000004,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,,$50.00,$40.00,3,365,15,95.0,0.75,100.0
within a few hours,89%,Botafogo,4.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22280-020,-22.95175,-43.1879,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,,$400.00,$0.00,3,1125,3,100.0,0.06,401.0
within a day,100%,Copacabana,2.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22060-020,-22.97511,-43.190490000000004,Apartment,Private room,3,2.0,1.0,3.0,Real Bed,$500.00,$50.00,$80.00,2,10,8,93.0,0.2,166.0
within a day,50%,Laranjeiras,1.0,Laranjeiras,Laranjeiras,Rio de Janeiro,22231-130,-22.93468,-43.179629999999996,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,,$0.00,1,1125,3,100.0,0.53,201.0
within an hour,100%,Barra da Tijuca,15.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22775-060,-22.9732,-43.39448,Apartment,Entire home/apt,7,2.0,2.0,6.0,Real Bed,$0.00,$80.00,$0.00,1,30,6,93.0,0.17,849.0
within an hour,100%,Ipanema,11.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22410000,-22.983320000000003,-43.2027,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"$1,500.00",$150.00,$0.00,3,90,11,96.0,0.25,178.0
within an hour,100%,Leblon,1.0,Leblon,Leblon,Rio de Janeiro,22440-035,-22.98705,-43.22929,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"$1,500.00",$180.00,$0.00,2,1125,1,100.0,1.0,351.0
within an hour,100%,Tijuca,5.0,Tijuca,Rio de Janeiro,Rio de Janeiro,20530-002,-22.924570000000003,-43.22676,Apartment,Private room,3,3.0,1.0,1.0,Real Bed,,,$60.00,1,365,39,99.0,1.07,100.0
a few days or more,0%,Copacabana,4.0,Copacabana,Copacabana,Rio de Janeiro,22070-011,-22.982110000000002,-43.19216,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,$0.00,$0.00,$50.00,1,1125,3,60.0,0.17,175.0
within a few hours,70%,,6.0,São Conrado,Rio de Janeiro,RJ,22610-290,-22.992379999999997,-43.256609999999995,House,Entire home/apt,6,2.0,2.0,5.0,Real Bed,$0.00,$150.00,$120.00,2,1125,1,60.0,0.18,401.0
within a day,90%,Copacabana,130.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22050-030,-22.975089999999998,-43.18889,Apartment,Entire home/apt,5,1.5,2.0,3.0,Real Bed,$500.00,$150.00,$50.00,3,1125,3,93.0,0.42,417.0
within an hour,100%,,1.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,"22783020
223020",-22.97299,-43.40878,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,$75.00,$150.00,2,1125,17,94.0,0.5,135.0
within an hour,100%,,1.0,Copacabana,Rio de Janeiro ,RJ,22071-100,-22.980999999999998,-43.192479999999996,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,,$150.00,$0.00,1,1125,2,100.0,1.11,170.0
within an hour,100%,,2.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22775045,-22.973979999999997,-43.38471,Condominium,Entire home/apt,6,2.0,3.0,3.0,Real Bed,$800.00,$200.00,$0.00,3,30,3,87.0,0.09,1401.0
within a few hours,100%,Tijuca,1.0,Tijuca,Rio de Janeiro,Rio de Janeiro,20260-141,-22.9174,-43.21366,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"$1,000.00",$200.00,$50.00,2,1125,4,100.0,0.11,293.0
within an hour,100%,,1.0,Barra da Tijuca,Rio de Janeiro,RJ,22630010,-23.011129999999998,-43.32778,Serviced apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,$150.00,$0.00,1,1125,2,100.0,0.44,614.0
within an hour,100%,,1.0,Copacabana,Rio de Janeiro,RJ,22071-030,-22.9771,-43.19319,Apartment,Entire home/apt,4,1.5,2.0,3.0,Real Bed,$500.00,$0.00,$0.00,3,1125,3,100.0,0.17,502.0
within an hour,100%,Copacabana,1.0,Copacabana,Rio,Rio de Janeiro,22070-011,-22.978579999999997,-43.19332,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,$350.00,$250.00,$50.00,2,30,17,92.0,0.3,151.0
within an hour,100%,Copacabana,48.0,Copacabana,Copacabana,Rio de Janeiro,22081-010,-22.98095,-43.19018,Condominium,Entire home/apt,8,4.0,4.0,5.0,Real Bed,"$1,158.00",$386.00,$0.00,3,61,1,20.0,0.07,1274.0
within a few hours,80%,Copacabana,2.0,Copacabana,Copacabana,Rio de Janeiro,22050-010,-22.97164,-43.18586,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,$0.00,$20.00,1,1125,6,97.0,1.16,170.0
,,,1.0,Botafogo,Rio,Rio de Janeiro,22270-050,-22.952170000000002,-43.186640000000004,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$467.00,$117.00,$47.00,2,4,1,80.0,0.03,156.0
,,Botafogo,1.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22260-040,-22.94794,-43.1863,Apartment,Entire home/apt,6,3.0,2.0,3.0,Real Bed,"$2,000.00",$250.00,$200.00,2,1125,3,73.0,0.09,749.0
within a day,67%,,1.0,Recreio dos Bandeirantes,Rio de Janeiro,Rio de Janeiro,22790-701,-23.029889999999998,-43.4805,Condominium,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"$2,000.00",$150.00,$95.00,2,28,14,98.0,0.5,247.0
within an hour,100%,,2.0,Ipanema,Ipanema,Rio de Janeiro,22420-040,-22.98518,-43.20535,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,$800.00,$169.00,$70.00,2,1125,68,97.0,3.63,124.0
within a few hours,75%,,5.0,Copacabana,Rio de Janeiro,RJ,22051-030,-22.97198,-43.19086,Apartment,Entire home/apt,10,3.0,4.0,6.0,Real Bed,$700.00,$195.00,$17.00,1,1125,126,94.0,2.89,371.0
within an hour,100%,Santa Teresa,1.0,Santa Teresa,Rio de Janeiro,Rio de Janeiro,20241-400,-22.93505,-43.20015,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"$1,976.00",$378.00,$0.00,2,60,77,99.0,1.41,560.0
within an hour,96%,Copacabana,8.0,Leblon,Rio de Janeiro,RJ,22430,-22.98348,-43.21741,Apartment,Entire home/apt,5,2.0,2.0,5.0,Real Bed,"$1,500.00",$170.00,$60.00,2,15,119,94.0,2.81,301.0
within a few hours,100%,Copacabana,5.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22071,-22.979689999999998,-43.18911,Serviced apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,$400.00,$50.00,$20.00,2,1125,9,75.0,0.33,201.0
within an hour,100%,Ipanema,2.0,Ipanema,Rio,Rio de Janeiro,22071-030,-22.97821,-43.197540000000004,Chalet,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,$300.00,$0.00,2,180,192,97.0,3.71,320.0
,,,1.0,Copacabana,Río de Janeiro,Rio de Janeiro,22020-001,-22.97493,-43.18955,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,,,$0.00,1,1125,7,97.0,0.2,309.0
within an hour,100%,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22060-020,-22.97531,-43.19082,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,$0.00,$90.00,$0.00,2,1125,120,96.0,2.19,178.0
within a few hours,100%,Maracanã,1.0,Maracanã,Rio de Janeiro,Rio de Janeiro,20550-017,-22.909129999999998,-43.2376,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,$0.00,90,90,45,100.0,1.3,66.0
,,Humaitá,1.0,Humaitá,Rio de Janeiro,Rio de Janeiro,22261-004,-22.9607,-43.20114,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,"$1,000.00",$150.00,$100.00,2,45,7,97.0,0.25,232.0
,,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22081-025,-22.98526,-43.192890000000006,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"$1,071.00",$331.00,$0.00,3,1125,7,100.0,0.17,253.0
,,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22060-020,-22.97726,-43.1929,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,$500.00,$120.00,$25.00,3,90,5,100.0,0.17,144.0
within an hour,100%,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22020-010,-22.96606,-43.17647,Apartment,Entire home/apt,4,2.0,1.0,2.0,Real Bed,$0.00,$100.00,$0.00,2,1125,1,100.0,0.18,251.0
within an hour,100%,Copacabana,4.0,Copacabana,Copacabana,Rio de Janeiro,22080-030,-22.98464,-43.190129999999996,Apartment,Entire home/apt,8,2.0,3.0,6.0,Real Bed,,$150.00,$50.00,2,1125,8,98.0,1.49,351.0
within a day,67%,Copacabana,12.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22040-002,-22.965329999999998,-43.18157,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,$500.00,,$0.00,7,7,1,60.0,0.03,289.0
within a day,100%,Barra da Tijuca,4.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22620,-23.01549,-43.30936,Apartment,Entire home/apt,4,2.5,2.0,3.0,Real Bed,,$150.00,$0.00,4,1125,33,99.0,0.95,502.0
,,Ipanema,1.0,Ipanema,Ipanema,Rio de Janeiro,22421-020,-22.9817,-43.20872,Apartment,Entire home/apt,5,2.5,3.0,3.0,Real Bed,$700.00,$170.00,$100.00,2,30,1,100.0,0.28,351.0
within an hour,100%,Copacabana,10.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22071-100,-22.98019,-43.19339,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$500.00,$119.00,$35.00,2,150,69,87.0,0.72,108.0
within an hour,100%,Humaitá,1.0,Humaitá,Humaitá,Rio de Janeiro,22261-150,-22.96044,-43.20147,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"$2,000.00",$200.00,$200.00,3,15,1,100.0,0.28,301.0
within a day,100%,Ipanema,1.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22410-050,-22.98666,-43.21082,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,$0.00,$150.00,$0.00,2,30,20,98.0,0.9,189.0
within a few hours,88%,,3.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22020-020,-22.9659,-43.17647,Apartment,Private room,3,2.0,1.0,2.0,Real Bed,$0.00,$0.00,$100.00,5,1125,13,91.0,0.22,239.0
within an hour,100%,Ipanema,2.0,Leblon,Rio de Janeiro,Rio de Janeiro,,-22.98428,-43.22441,Apartment,Entire home/apt,6,2.0,3.0,4.0,Real Bed,"$1,200.00",$180.00,$50.00,3,1125,39,98.0,1.39,351.0
within a few hours,80%,Copacabana,6.0,Copacabana,Rio,Rio de Janeiro,22030,-22.96584,-43.18268,Apartment,Private room,3,3.0,1.0,3.0,Real Bed,,,$0.00,3,1125,18,91.0,0.3,151.0
within a day,80%,Ipanema,4.0,Leblon,Rio,Rio de Janeiro,22430-210,-22.98161,-43.22211,Apartment,Entire home/apt,8,2.0,3.0,5.0,Real Bed,"$2,000.00",$120.00,$70.00,4,1125,30,90.0,0.49,301.0
,,Copacabana,2.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22021-040,-22.96904,-43.18197,Apartment,Entire home/apt,6,3.0,3.0,3.0,Real Bed,$386.00,$328.00,$289.00,3,1125,1,97.0,0.02,386.0
within an hour,100%,Leblon,8.0,Copacabana,Copacabana,Rio de Janeiro,22070-001,-22.98179,-43.19017,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,$700.00,$140.00,$50.00,3,31,42,99.0,2.35,216.0
within a few hours,100%,Barra da Tijuca,1.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22630-011,-23.01083,-43.32093,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,,$0.00,2,1125,3,100.0,0.13,199.0
within an hour,100%,Leblon,2.0,Leblon,Rio de Janeiro,Rio de Janeiro,22440,-22.982039999999998,-43.21914,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,"$1,000.00",,$100.00,2,180,8,98.0,0.23,201.0
,,,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22050-011,-22.97204,-43.18782,Apartment,Entire home/apt,6,1.0,1.0,2.0,Pull-out Sofa,,$70.00,$0.00,4,1125,2,100.0,0.06,351.0
within a day,83%,Barra da Tijuca,1.0,Barra da Tijuca,Barra da Tijuca,Rio de Janeiro,22790-710,-23.00904,-43.439859999999996,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,$0.00,$150.00,$50.00,3,60,6,93.0,0.28,232.0
within an hour,100%,São Conrado,4.0,Copacabana,Copacabana,Rio de Janeiro,22050-031,-22.97606,-43.190329999999996,Loft,Entire home/apt,4,1.0,0.0,1.0,Real Bed,$650.00,$160.00,$60.00,2,89,17,100.0,0.97,282.0
a few days or more,40%,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22050-011,-22.97234,-43.18663,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,,$30.00,$0.00,1,1125,2,50.0,0.97,170.0
